date	numbers	moneyball
Tuesday, February 10, 1998	[2, 12, 14, 27, 47]	17
Friday, February 6, 1998	[4, 9, 15, 23, 29]	01
Friday, January 30, 1998	[3, 4, 29, 35, 45]	07
Friday, January 23, 1998	[4, 17, 26, 32, 41]	17
Friday, January 16, 1998	[4, 5, 13, 24, 33]	11
Friday, January 9, 1998	[1, 6, 23, 31, 48]	20
Friday, January 2, 1998	[7, 21, 31, 32, 45]	14
Friday, December 26, 1997	[1, 18, 40, 41, 49]	08
Friday, December 19, 1997	[10, 15, 16, 17, 50]	25
Friday, December 12, 1997	[3, 6, 8, 20, 30]	25
Friday, December 5, 1997	[10, 23, 25, 40, 42]	07
Friday, November 28, 1997	[4, 20, 27, 29, 39]	11
Friday, November 21, 1997	[2, 5, 16, 18, 42]	11
Friday, November 14, 1997	[12, 16, 22, 24, 45]	18
Friday, November 7, 1997	[13, 24, 26, 32, 44]	16
Friday, October 31, 1997	[2, 7, 18, 25, 36]	17
Friday, October 24, 1997	[2, 25, 31, 32, 45]	16
Friday, October 17, 1997	[22, 34, 35, 37, 45]	03
Friday, October 10, 1997	[12, 21, 31, 43, 45]	14
Friday, October 3, 1997	[5, 11, 14, 23, 47]	07
Friday, September 26, 1997	[5, 14, 34, 49, 50]	16
Friday, September 19, 1997	[26, 31, 32, 43, 46]	01
Friday, September 12, 1997	[5, 19, 28, 29, 40]	04
Friday, September 5, 1997	[14, 15, 25, 26, 42]	03
Friday, August 29, 1997	[9, 18, 24, 37, 42]	25
Friday, August 22, 1997	[6, 8, 11, 24, 30]	04
Friday, August 15, 1997	[17, 21, 27, 42, 47]	21
Friday, August 8, 1997	[3, 5, 34, 35, 36]	03
Friday, August 1, 1997	[17, 34, 38, 39, 44]	13
Friday, July 25, 1997	[4, 7, 33, 42, 44]	25
Friday, July 18, 1997	[6, 34, 35, 40, 50]	25
Friday, July 11, 1997	[17, 36, 44, 46, 48]	18
Friday, July 4, 1997	[8, 12, 21, 32, 50]	17
Friday, June 27, 1997	[1, 3, 37, 42, 46]	21
Friday, June 20, 1997	[3, 4, 10, 42, 46]	15
Friday, June 13, 1997	[5, 6, 22, 38, 43]	03
Friday, June 6, 1997	[2, 8, 20, 22, 32]	08
Friday, May 30, 1997	[1, 23, 25, 39, 43]	19
Friday, May 23, 1997	[2, 3, 5, 40, 49]	19
Friday, May 16, 1997	[2, 4, 13, 17, 29]	11
Friday, May 9, 1997	[12, 13, 16, 29, 36]	11
Friday, May 2, 1997	[4, 13, 20, 24, 36]	14
Friday, April 25, 1997	[12, 31, 32, 34, 37]	09
Friday, April 18, 1997	[1, 11, 22, 45, 47]	08
Friday, April 11, 1997	[4, 10, 13, 22, 49]	20
Friday, April 4, 1997	[8, 21, 22, 35, 48]	12
Friday, March 28, 1997	[1, 43, 47, 48, 50]	17
Friday, March 21, 1997	[5, 10, 19, 38, 41]	21
Friday, March 14, 1997	[4, 6, 11, 25, 43]	10
Friday, March 7, 1997	[11, 19, 36, 38, 46]	02
Friday, February 28, 1997	[18, 19, 24, 29, 42]	05
Friday, February 21, 1997	[3, 8, 19, 28, 47]	15
Friday, February 14, 1997	[7, 13, 15, 22, 26]	21
Friday, February 7, 1997	[4, 10, 27, 30, 38]	15
Friday, January 31, 1997	[8, 11, 13, 20, 37]	12
Friday, January 24, 1997	[12, 17, 27, 30, 39]	07
Friday, January 17, 1997	[4, 11, 33, 35, 43]	21
Friday, January 10, 1997	[4, 25, 30, 33, 47]	06
Friday, January 3, 1997	[5, 8, 23, 45, 48]	17
Friday, December 27, 1996	[10, 30, 33, 35, 36]	01
Friday, December 20, 1996	[6, 18, 20, 25, 33]	16
Friday, December 13, 1996	[7, 15, 36, 43, 44]	08
Friday, December 6, 1996	[15, 20, 32, 42, 47]	03
Friday, November 29, 1996	[1, 14, 27, 46, 50]	22
Friday, November 22, 1996	[6, 8, 14, 32, 35]	19
Friday, November 15, 1996	[2, 4, 5, 33, 47]	22
Friday, November 8, 1996	[11, 23, 25, 35, 46]	17
Friday, November 1, 1996	[2, 10, 28, 39, 49]	17
Friday, October 25, 1996	[23, 28, 30, 35, 43]	09
Friday, October 18, 1996	[9, 18, 24, 26, 46]	18
Friday, October 11, 1996	[2, 23, 37, 40, 50]	22
Friday, October 4, 1996	[8, 16, 18, 36, 38]	01
Friday, September 27, 1996	[8, 25, 35, 37, 48]	08
Friday, September 20, 1996	[5, 24, 31, 34, 48]	06
Friday, September 13, 1996	[3, 4, 9, 30, 47]	01
Friday, September 6, 1996	[5, 11, 29, 47, 50]	17
